UNIQUE_ID,average_S1,average_S2,average_S3,average_S4,average_S5,average_S6,average_S7,average_S8,average_S9,average_S10,average_S11,average_S12,average_S13
245151190,1.0,3.25,2.0,3.0,2.75,4.75,2.25,2.75,2.0,,3.5,,2.5
245129572,2.5,3.75,4.0,1.75,3.25,4.0,1.0,3.0,1.0,1.0,2.25,1.25,2.25
245261538,3.25,3.75,2.75,2.25,3.0,5.0,1.25,2.0,1.0,1.5,1.75,1.5,2.25
245038112,3.0,4.0,3.75,2.0,2.5,5.0,1.0,1.5,1.0,1.0,2.5,1.0,1.75
245127679,3.25,4.0,4.0,1.0,3.25,5.25,1.0,2.25,1.0,1.0,1.0,1.75,2.5
245221696,2.75,4.0,1.75,1.25,1.0,5.25,1.25,1.5,1.75,1.25,3.0,1.0,2.25
245112584,3.5,2.75,3.75,1.0,1.5,4.5,1.0,1.25,1.0,1.0,1.25,1.0,1.75
245090938,,2.75,2.0,,2.0,3.25,2.5,2.0,2.0,2.25,,2.5,3.25
244981388,3.75,4.0,3.25,1.0,3.25,4.75,1.25,1.5,1.0,1.0,1.75,2.5,1.75
245230545,3.5,3.5,2.5,1.25,2.75,5.5,1.5,3.25,2.5,1.5,2.75,1.0,1.5
245235880,2.75,3.0,2.5,2.0,2.25,5.0,1.25,2.0,1.25,1.25,2.25,2.25,3.25
245171537,2.75,3.0,2.0,1.0,1.5,3.5,1.75,1.25,1.0,1.5,2.25,1.75,1.5
245245622,2.0,3.0,2.75,2.0,2.0,4.75,2.0,2.25,1.0,2.0,2.75,1.5,3.25
245216386,1.5,3.0,2.75,1.75,1.75,4.5,1.0,3.0,1.75,1.0,3.75,1.0,2.25
244991762,1.75,4.0,2.25,4.0,1.0,4.75,1.0,3.25,1.0,1.0,3.25,1.0,2.75
228595102,3.0,4.0,4.0,1.5,2.5,4.25,1.0,3.25,1.0,1.0,1.5,2.0,1.5
245236217,2.25,3.75,2.75,2.25,3.0,4.25,1.0,1.5,1.0,1.75,2.75,1.5,2.25
245237207,4.0,4.0,4.0,2.0,3.75,5.25,1.0,2.5,1.0,1.0,1.0,3.25,3.0
245118829,2.0,3.0,2.75,1.0,3.0,4.0,2.25,3.0,2.0,2.0,3.0,2.25,2.5
245112414,4.0,3.5,3.5,1.0,4.0,5.25,1.25,2.5,1.25,1.0,1.0,1.5,2.25
245134892,3.0,3.25,3.0,4.0,3.25,5.0,1.25,3.25,1.25,1.0,2.0,1.0,1.5
245106546,4.0,,4.0,2.5,3.75,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.25
245205848,2.75,4.0,3.75,1.25,1.0,5.25,1.0,1.5,1.0,1.0,1.25,1.25,2.5
245098174,2.5,,3.75,2.0,,,1.25,2.0,1.0,1.0,2.5,2.75,
245071046,3.75,4.0,4.0,1.0,4.0,4.75,1.0,4.0,1.0,1.0,1.5,1.0,1.75
245247513,4.0,3.0,4.0,1.0,3.0,5.0,1.5,2.75,1.5,1.5,1.0,2.5,2.25
244986421,3.25,3.25,3.5,2.0,3.0,4.5,1.5,2.25,1.75,1.25,2.0,2.0,2.25
245060324,4.0,4.0,4.0,1.0,1.75,4.75,1.75,1.0,1.0,1.0,1.75,1.0,2.75
245042027,1.25,3.25,2.5,4.0,1.0,4.5,1.75,1.75,1.25,1.75,3.0,3.25,2.5
244959551,2.5,2.5,2.5,3.75,2.0,4.0,1.0,1.5,1.0,2.0,3.5,3.25,2.5
245074323,1.25,3.5,4.0,2.5,1.0,6.0,1.0,1.75,1.0,1.0,2.5,1.0,2.0
245206341,2.0,4.0,3.75,2.0,2.5,5.0,1.0,2.75,1.0,1.0,2.25,3.0,2.25
245111694,4.0,4.0,3.25,3.25,4.0,5.25,1.0,2.5,1.0,1.0,1.0,1.0,1.25
245269558,2.0,3.0,3.0,2.0,2.5,4.75,1.25,1.25,1.0,1.75,2.5,2.5,2.75
245176808,1.5,3.5,3.0,3.0,3.5,4.5,1.0,2.25,1.25,2.25,3.5,1.5,2.25
245190846,3.75,4.0,4.0,1.0,1.0,6.0,1.0,3.25,1.0,1.0,1.0,1.75,1.25
245206145,1.25,3.5,2.5,4.0,1.0,5.0,1.5,2.25,1.25,1.25,3.25,1.75,1.5
245170554,2.5,3.0,3.0,2.0,2.25,4.0,1.75,2.75,2.0,2.0,2.25,2.25,2.75
245062572,3.25,3.25,2.75,3.0,2.5,4.5,2.0,3.25,1.75,1.75,2.75,1.0,1.5
245226601,1.5,4.0,3.0,1.75,1.25,4.75,1.0,1.5,1.0,1.25,1.75,2.75,3.5
244981911,2.75,4.0,4.0,2.75,1.75,4.0,1.0,2.5,1.0,1.25,1.75,1.0,1.25
245050953,3.75,4.0,3.25,2.0,4.0,4.5,1.0,4.0,1.0,1.0,1.75,1.75,1.5
245180513,2.5,3.0,4.0,4.0,1.75,5.25,1.25,2.75,1.0,1.0,1.0,1.0,1.25
244948109,1.75,3.0,2.5,2.75,2.5,4.25,2.0,2.75,2.0,2.25,2.25,1.75,2.5
245002871,4.0,4.0,4.0,1.0,4.0,5.5,1.0,3.0,1.0,1.0,1.0,1.0,1.25
244944346,2.0,3.75,3.0,2.75,1.5,4.75,1.0,2.5,1.0,1.5,2.75,1.5,1.75
123077094,4.0,4.0,4.0,1.0,4.0,4.5,1.0,3.25,1.0,1.0,1.75,1.0,2.5
244950421,1.75,3.75,2.5,3.0,1.75,5.0,1.0,1.75,1.0,2.5,2.75,1.0,
244926284,3.0,3.0,2.75,1.0,1.75,4.25,2.5,2.75,1.75,1.5,2.75,2.0,2.5
245081103,2.75,2.75,3.0,1.75,1.75,4.25,1.75,2.5,2.0,2.5,3.25,2.5,2.75
245107831,2.5,4.0,2.25,4.0,1.75,4.75,1.0,4.0,1.0,1.25,1.0,1.25,1.5
123714997,,3.75,4.0,1.0,4.0,4.75,1.0,2.5,1.0,1.0,1.0,1.0,2.0
245016102,1.75,3.25,3.0,2.0,2.25,4.25,1.0,2.25,1.0,2.0,3.25,3.0,2.5
245186952,3.25,3.25,3.25,2.5,4.0,4.0,1.25,2.0,1.0,2.0,1.75,3.5,4.0
245112718,2.75,4.0,3.5,2.0,2.75,4.25,1.25,2.75,1.0,1.0,3.5,2.25,2.25
245003288,3.25,3.25,4.0,1.5,1.0,4.75,1.25,2.0,1.0,1.25,2.5,1.5,2.5
245195459,2.5,3.25,3.5,1.0,2.5,3.5,2.0,2.5,2.0,1.25,2.25,1.75,3.5
125530022,2.5,2.5,3.0,1.75,4.0,4.0,1.0,2.25,1.0,1.0,3.5,1.25,1.5
245061476,4.0,4.0,3.25,1.0,4.0,5.5,1.0,1.75,1.0,1.0,1.0,1.0,1.5
245065942,2.75,4.0,3.0,1.5,2.0,5.25,1.0,1.5,1.0,1.5,2.0,1.5,
245098281,2.25,3.5,3.25,1.5,2.25,5.0,2.0,1.75,1.5,1.5,3.25,2.5,1.5
126285212,2.0,3.75,2.25,2.0,2.5,4.5,1.75,2.75,2.25,1.75,,2.0,1.75
245123824,3.0,3.75,3.25,1.75,2.5,4.0,1.0,2.75,1.0,1.25,1.75,1.0,2.0
244945574,1.5,3.5,3.5,3.25,1.0,4.25,1.0,1.75,1.0,1.25,2.0,1.75,2.0
235500106,1.0,3.0,2.5,3.5,1.0,4.75,1.0,1.75,1.25,2.25,3.75,2.0,2.0
121163114,3.5,4.0,3.5,2.0,2.25,3.75,1.25,3.75,1.5,1.5,1.0,1.75,
245256921,2.75,3.75,2.25,2.0,1.0,5.5,1.25,2.0,1.0,1.75,2.0,1.5,1.75
245201541,1.25,3.0,2.25,2.25,2.0,5.25,1.75,2.5,1.25,2.0,2.5,2.25,2.5
245114354,3.0,3.75,2.0,2.25,1.5,4.75,1.0,2.5,1.0,1.5,3.0,1.0,1.75
245219668,3.5,3.5,4.0,1.25,4.0,3.25,2.0,2.25,1.0,1.25,1.25,1.75,2.25
244926152,3.75,3.5,4.0,1.5,3.25,5.25,1.0,2.75,1.0,1.0,2.5,1.25,2.25
245138213,2.75,4.0,4.0,1.75,4.0,6.0,1.0,3.25,1.0,1.0,2.0,1.5,2.25
245138735,4.0,4.0,3.75,3.25,3.0,4.75,1.75,2.25,1.75,2.25,1.5,4.0,3.25
244950509,2.25,3.0,2.75,2.0,2.75,4.75,1.25,2.75,1.5,1.75,3.0,1.75,2.5
245231727,2.75,3.75,2.25,2.0,3.75,4.75,2.0,1.75,1.0,1.0,2.25,1.5,1.75
245032611,2.75,3.5,3.0,1.5,3.25,3.75,2.25,2.75,1.5,1.75,1.25,2.0,3.25
245213097,3.75,4.0,4.0,2.0,4.0,5.25,1.25,2.0,1.0,1.0,1.25,1.25,2.5
239397862,3.75,4.0,3.75,1.0,3.25,4.5,1.0,3.0,1.0,1.0,1.25,1.0,1.25
245077891,2.5,3.25,3.25,2.25,3.25,5.0,1.75,3.5,2.5,1.25,2.75,1.25,2.0
245220253,2.25,3.5,2.75,2.25,3.25,4.5,1.0,2.5,1.0,1.5,3.0,1.25,2.0
245089983,2.5,2.75,2.5,2.0,1.75,4.75,1.75,1.5,2.0,2.0,2.75,1.75,2.5
245010639,3.25,4.0,4.0,3.25,4.0,5.75,1.0,3.25,1.0,1.0,1.25,1.75,1.25
245259377,1.5,3.25,4.0,2.75,2.5,6.0,1.75,1.75,1.0,1.0,1.75,1.25,1.25
236427850,4.0,4.0,4.0,1.0,3.25,6.0,1.0,3.25,1.0,1.0,2.5,1.75,1.75
245167293,3.5,3.5,3.5,1.25,2.25,4.0,1.0,2.0,1.0,1.25,1.0,2.75,2.75
245025592,3.75,3.5,3.25,2.75,1.25,5.0,1.5,3.0,1.0,1.0,2.0,1.25,
238530840,4.0,4.0,3.25,1.75,2.5,3.75,1.0,4.0,1.0,1.0,1.0,1.75,1.25
244966743,2.5,4.0,2.75,2.75,1.5,5.5,2.5,3.75,1.25,2.5,2.5,1.75,1.75
245039520,2.25,3.75,3.25,3.75,4.0,4.5,1.0,3.0,1.0,1.0,1.25,2.5,
245001402,1.5,3.25,2.25,2.5,2.0,5.25,1.25,2.75,1.5,1.5,3.25,1.5,2.75
245059485,3.0,3.0,3.75,3.25,1.0,4.75,1.5,2.25,1.0,2.25,2.75,2.0,2.0
245174355,2.25,2.75,3.25,1.0,1.75,3.0,2.75,2.75,1.0,2.75,2.75,3.5,3.0
245145528,3.75,4.0,4.0,2.0,1.75,5.0,1.25,2.5,1.25,1.0,2.0,1.0,2.0
239192466,3.0,4.0,2.75,3.0,2.25,4.75,1.0,1.0,1.0,1.5,2.0,1.0,2.5
235382733,2.0,3.5,3.0,3.0,3.25,5.25,1.0,3.25,1.0,1.5,3.0,1.75,2.0
245095907,4.0,3.5,4.0,1.0,3.0,4.25,1.0,2.75,1.0,1.0,2.25,1.25,1.5
245229616,3.25,3.0,3.75,2.5,3.25,4.5,2.0,2.5,1.5,1.5,1.25,2.0,3.0
245103707,3.0,4.0,2.0,2.75,3.5,5.5,2.0,2.0,1.0,1.75,2.75,2.25,2.0
245231692,2.5,4.0,4.0,1.0,4.0,5.25,1.0,2.5,1.0,1.75,1.0,2.25,2.5
244989502,4.0,4.0,4.0,1.0,4.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.25
245246835,4.0,4.0,4.0,1.0,4.0,5.5,1.0,3.25,1.0,1.0,1.0,1.0,1.25
244968881,2.0,3.0,3.0,2.0,2.25,4.5,1.0,2.75,1.5,2.0,3.0,2.0,2.5
245135291,2.25,3.25,3.5,1.25,1.25,5.0,1.5,2.75,1.25,1.25,3.5,3.25,2.25
244921580,2.75,2.5,2.25,1.5,1.0,4.25,1.5,2.25,1.5,2.0,2.25,2.25,2.5
245185498,4.0,4.0,3.75,4.0,4.0,5.25,1.25,2.75,1.0,1.0,1.0,1.0,1.25
245202304,4.0,4.0,4.0,2.0,3.25,5.25,1.0,3.25,1.0,1.0,1.25,1.0,1.25
245123488,2.0,2.75,3.0,1.0,1.0,4.5,1.5,3.25,1.0,2.25,2.5,1.75,1.5
245089084,3.0,4.0,1.75,2.25,2.25,3.5,1.0,1.5,1.5,1.25,2.5,1.5,2.25
245079873,3.5,3.5,3.25,3.25,3.75,4.25,1.25,3.0,1.25,1.0,1.25,1.5,1.75
245061326,1.5,2.0,1.5,2.0,1.0,4.5,,2.75,1.75,2.25,3.25,2.75,3.5
245123513,1.25,1.75,2.25,2.75,2.25,4.75,1.25,2.5,1.0,1.75,3.5,2.0,2.0
245108251,2.25,3.25,2.75,2.25,3.0,4.0,2.25,2.0,2.0,2.0,3.75,2.5,2.75
245092728,3.25,3.5,3.75,1.75,3.0,5.0,1.0,2.5,1.0,1.0,1.75,1.75,2.0
245066418,2.75,3.5,2.5,1.5,2.0,4.75,1.5,2.25,1.5,1.75,2.0,1.75,3.75
245269180,2.75,4.0,3.0,2.0,3.0,6.0,1.0,2.25,1.0,1.25,2.25,1.0,1.25
245002575,1.25,3.25,1.5,3.75,1.25,3.25,1.5,2.75,1.75,2.75,3.25,2.75,3.5
244973885,2.5,3.75,3.25,2.75,4.0,5.75,1.0,4.0,1.0,1.0,3.5,1.0,1.5
245098316,1.75,3.25,2.0,4.0,1.0,4.25,1.25,1.75,1.75,1.5,3.5,3.0,2.5
245102226,3.5,2.0,2.25,1.5,1.75,5.25,1.0,2.0,1.0,1.5,1.75,1.25,2.0
245204834,1.25,4.0,3.25,2.0,1.5,5.25,1.0,3.25,1.0,1.25,3.25,1.25,2.0
245178789,4.0,4.0,3.5,2.75,2.5,4.25,1.0,2.25,1.0,1.25,1.25,2.25,1.25
245240405,3.25,3.0,3.75,3.25,1.75,5.25,1.0,3.0,1.0,1.0,1.5,1.0,2.5
245112443,1.0,3.5,2.25,1.25,3.75,5.5,2.5,3.0,2.75,1.25,3.0,2.75,1.75
245169358,2.0,2.75,2.5,2.25,2.25,3.75,2.0,2.25,2.0,2.0,3.0,2.75,2.75
245047518,3.0,4.0,4.0,2.0,1.75,5.75,1.0,2.5,1.0,1.0,2.5,3.25,2.75
244981429,3.25,3.75,3.5,3.0,3.25,5.0,1.25,2.75,1.0,1.5,1.25,1.25,2.25
228408762,3.5,3.5,4.0,1.5,1.0,4.75,1.25,3.75,1.0,1.0,1.5,1.0,1.25
244607919,2.5,3.25,3.75,2.5,3.25,5.25,1.0,1.75,1.0,1.25,1.75,1.25,1.75
245195458,4.0,4.0,3.25,1.0,4.0,5.25,1.0,2.5,1.0,1.0,1.0,1.0,2.0
245119606,3.75,4.0,4.0,2.0,3.25,4.75,1.0,2.75,1.0,1.75,1.0,1.0,2.5
245101633,2.25,3.75,3.75,3.25,4.0,5.25,1.25,1.5,1.0,1.0,2.25,1.0,2.0
245185306,1.0,3.25,2.0,3.25,1.5,4.25,,2.75,1.0,1.5,4.0,1.0,2.25
245114665,2.0,2.75,3.0,2.0,2.5,4.5,1.0,1.5,1.0,2.0,2.25,2.5,2.5
244964939,3.25,2.75,2.5,1.25,1.0,4.75,1.25,2.0,2.0,1.0,2.75,1.5,3.0
245260913,3.25,2.25,3.25,2.25,1.0,3.5,1.75,1.0,1.0,1.0,3.5,1.0,2.5
245112685,1.5,3.75,3.75,1.5,1.75,5.5,1.75,3.5,1.0,1.0,3.5,1.0,2.0
245242769,3.5,3.25,2.75,3.0,1.0,5.25,2.0,2.0,1.75,2.0,1.5,1.75,2.0
245091009,3.0,2.5,3.25,2.75,3.5,4.75,1.25,2.75,1.25,1.25,2.5,2.25,1.75
245061270,2.0,2.25,2.0,3.0,2.25,4.5,1.5,1.75,1.25,1.5,2.75,1.75,3.0
245251431,2.0,2.5,2.75,3.0,2.75,4.25,2.0,2.0,2.0,2.25,2.75,2.75,3.0
245089542,1.25,4.0,4.0,3.25,4.0,4.0,1.0,2.5,1.0,1.0,2.25,1.0,2.0
244982375,3.5,2.75,2.75,2.0,2.5,5.0,1.5,2.75,1.0,1.75,1.0,1.75,2.75
245225029,2.75,3.25,3.25,1.0,2.5,4.75,2.5,1.5,1.25,1.5,2.75,2.0,3.5
245251886,3.0,4.0,4.0,1.5,2.5,4.25,1.0,2.0,1.0,1.0,2.0,1.0,2.0
245079199,3.0,2.75,2.75,2.25,2.0,4.0,1.75,2.0,1.5,2.0,2.0,2.5,2.75
244968572,3.25,4.0,3.75,2.0,3.25,4.25,1.0,1.5,1.0,1.0,1.0,1.75,
245062143,1.0,4.0,3.75,2.25,1.0,4.25,2.0,1.5,1.0,1.25,4.0,1.0,2.25
244989359,2.25,4.0,4.0,1.25,3.25,5.0,1.0,2.25,1.0,1.0,2.0,1.0,2.0
245220087,2.0,3.0,2.5,2.5,2.5,4.0,2.0,3.0,2.0,2.0,2.75,2.0,2.5
245255056,4.0,3.5,4.0,1.0,3.25,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
245047305,2.5,3.75,4.0,2.5,4.0,5.75,1.0,1.0,1.0,1.75,2.5,1.5,2.0
245192745,1.0,4.0,3.75,3.5,4.0,5.75,1.0,1.75,1.0,1.0,4.0,2.0,1.75
245015402,2.5,3.75,3.5,1.25,2.25,5.0,1.25,3.25,1.0,1.25,3.25,1.5,2.25
245268708,3.25,4.0,3.75,1.0,4.0,5.25,1.0,2.5,1.0,1.0,1.5,1.0,2.75
245246723,1.5,4.0,3.0,2.0,2.75,4.5,1.0,1.5,1.0,1.25,2.5,2.75,2.5
245011728,2.0,3.0,2.0,2.0,2.0,4.5,2.5,2.25,1.5,2.0,3.0,2.25,2.0
244924744,3.5,3.0,3.5,1.0,3.25,4.5,1.25,3.0,1.0,1.0,1.75,3.75,1.75
244983083,2.75,3.75,3.25,1.75,3.25,5.5,1.0,3.5,1.0,1.0,1.5,1.0,2.25
245036344,2.5,3.0,1.25,3.25,,4.0,1.5,2.25,1.0,2.25,3.25,2.0,1.75
245117660,3.5,3.5,3.75,1.25,1.5,3.0,1.25,2.25,1.5,1.25,1.75,2.5,3.5
245032482,2.25,3.25,2.5,1.0,3.0,5.25,1.5,2.5,1.25,1.5,1.75,1.75,2.75
245127416,3.0,3.25,2.5,2.0,2.5,4.5,1.0,1.25,1.0,1.75,2.75,1.5,
237068079,4.0,4.0,4.0,1.5,1.0,4.5,1.0,1.25,1.0,1.0,1.5,1.0,2.0
245091923,2.75,3.75,4.0,1.5,2.0,5.0,1.0,2.5,1.0,1.0,2.25,1.25,1.25
245187869,4.0,2.5,4.0,1.0,4.0,4.5,1.0,2.25,1.75,1.0,1.0,1.0,2.75
122911495,3.75,4.0,3.0,1.5,3.0,4.75,1.0,1.5,1.0,1.0,1.75,2.25,1.75
245075137,1.75,,,2.0,1.0,5.0,1.5,1.25,1.25,,3.5,1.75,2.5
245200992,2.5,3.0,2.75,1.0,2.75,3.75,2.0,2.5,1.75,1.75,2.0,2.0,2.5
245204829,4.0,4.0,4.0,1.5,1.75,6.0,1.0,2.5,1.0,1.0,1.0,1.0,1.25
244931813,1.5,4.0,2.25,1.0,1.75,5.25,1.25,1.75,1.0,1.75,2.5,1.5,2.0
245180338,3.25,4.0,3.25,3.75,4.0,5.25,1.0,4.0,1.0,1.0,2.5,1.0,1.5
245044352,2.25,3.25,2.0,2.0,1.75,4.25,1.0,2.0,1.0,2.25,2.25,1.5,1.5
244253931,3.75,3.75,3.75,3.75,3.75,4.75,1.25,2.0,1.0,1.0,1.0,1.5,1.25
245084783,4.0,4.0,4.0,1.0,4.0,5.25,1.0,1.75,3.25,1.0,1.0,,1.25
132602002,3.0,3.0,2.5,1.25,2.0,3.0,3.0,1.5,2.5,1.0,1.0,3.5,4.0
244929646,1.75,2.75,2.75,2.5,2.75,4.5,1.75,2.5,1.25,2.0,2.75,2.75,2.25
245175096,2.5,4.0,3.0,1.0,3.75,5.25,1.25,2.75,1.0,1.0,2.75,1.5,2.0
242926724,3.0,4.0,3.5,2.0,2.75,5.75,1.0,1.5,1.0,1.25,1.5,1.0,2.25
245028367,1.25,3.25,2.5,1.75,1.5,2.75,2.0,1.75,1.25,1.5,3.25,2.5,2.0
245273697,2.5,2.5,2.0,2.25,2.75,5.0,1.0,1.25,1.0,2.5,2.25,1.5,3.0
245035851,3.5,3.5,3.5,1.75,3.25,5.75,1.0,4.0,1.0,1.0,1.25,1.0,
245207267,2.0,3.25,2.0,2.75,1.75,4.0,2.25,2.5,2.0,2.25,3.25,1.75,2.75
245014895,2.5,4.0,3.5,1.0,3.5,4.25,1.0,2.75,1.25,1.0,2.75,1.5,1.75
245260493,3.0,3.75,3.75,1.0,3.25,4.5,1.25,1.75,1.5,1.25,2.0,2.5,2.25
245165796,3.75,3.25,3.25,2.0,3.0,3.75,2.25,2.0,1.75,2.0,1.5,2.0,1.5
245065448,3.5,3.25,3.75,3.75,1.75,4.25,1.0,2.25,1.0,1.25,1.0,1.0,
244935660,4.0,3.75,2.5,2.0,3.25,5.25,1.0,2.25,1.0,1.0,1.0,2.0,2.5
245274919,1.75,3.5,2.5,1.0,1.0,4.75,1.0,2.0,1.0,1.25,3.75,2.5,2.5
245006686,4.0,,,2.5,,,,,,,1.0,,
245139340,4.0,4.0,4.0,1.25,4.0,6.0,1.0,2.5,1.0,1.0,1.0,1.0,1.25
245166032,1.0,3.25,,3.25,2.75,5.75,1.25,3.25,1.0,1.75,1.5,,2.25
245021639,3.0,3.75,3.5,2.0,3.0,5.5,1.25,3.25,1.5,1.25,2.0,1.25,1.75
245016493,2.25,3.5,3.0,1.0,3.0,4.75,1.25,2.25,1.0,1.75,2.0,1.5,2.5
245213420,3.75,3.25,4.0,4.0,3.25,4.0,1.25,3.5,1.0,1.0,1.0,1.0,1.5
245014213,3.0,3.25,3.0,2.0,3.25,4.75,2.25,2.0,2.0,1.0,2.25,1.25,2.5
244944720,2.5,3.0,2.5,2.0,2.0,4.25,1.75,2.75,1.0,1.75,3.0,2.25,2.5
245061298,2.5,3.5,2.5,1.5,1.75,5.5,1.0,2.25,1.0,1.25,1.0,1.5,2.0
245191817,3.0,3.75,3.25,3.25,1.5,5.0,1.5,1.75,1.25,1.0,1.0,2.25,1.75
245216540,3.0,3.0,2.75,2.0,4.0,5.0,1.0,1.5,2.25,1.5,2.25,3.75,3.25
244982881,3.5,3.75,4.0,2.0,1.5,5.25,1.0,1.75,1.0,1.0,2.0,1.0,1.25
245178766,3.25,4.0,3.25,1.0,1.5,5.25,1.0,2.5,1.0,1.0,2.0,1.25,1.5
245216791,2.75,3.25,2.25,2.75,3.25,4.0,1.75,3.25,1.75,1.75,2.5,2.0,2.0
245135600,3.0,4.0,3.75,1.0,2.0,5.0,1.25,2.5,1.0,1.0,2.25,2.25,1.75
245141496,2.25,3.25,1.75,,2.5,5.0,1.5,2.75,,1.75,,2.25,
245052550,3.0,3.25,3.25,3.25,1.0,5.0,1.25,2.75,1.0,1.0,3.0,1.75,2.0
245055937,3.5,3.0,3.5,2.0,3.0,3.25,2.0,2.75,2.5,1.0,3.0,3.0,3.0
245006601,4.0,4.0,3.75,1.5,1.0,5.0,1.0,2.25,1.0,1.25,1.25,1.0,1.75
244997749,2.0,3.25,2.75,2.25,3.0,4.25,1.5,3.0,1.0,2.0,3.25,2.0,3.0
245028011,1.5,2.75,2.5,2.5,2.0,4.0,2.25,1.5,1.5,1.75,4.0,2.0,2.75
244934827,3.75,4.0,4.0,1.0,3.0,5.75,1.0,3.5,1.0,1.0,1.0,1.0,1.5
245264842,2.75,2.5,2.5,2.75,3.25,,1.25,2.25,1.0,2.0,2.0,2.75,2.25
245018078,3.0,3.5,2.25,2.25,3.0,5.25,1.25,2.5,2.25,1.0,1.5,2.5,2.25
245073926,4.0,3.25,3.0,2.0,3.25,3.5,1.75,3.0,2.0,1.25,1.25,2.5,2.25
245124835,1.5,4.0,2.5,3.5,3.25,5.0,1.0,4.0,1.0,1.0,4.0,1.0,1.25
245165584,4.0,3.25,4.0,1.0,3.25,5.5,1.0,4.0,1.0,1.0,1.0,1.0,1.25
245003153,2.0,3.0,2.25,3.25,1.5,3.5,2.25,2.0,1.5,1.0,3.25,1.0,
244948421,4.0,3.0,4.0,1.0,3.25,5.25,1.25,3.0,1.0,1.0,1.0,2.0,1.75
245266005,2.0,3.5,,3.0,2.75,4.75,1.25,2.5,1.5,1.5,2.0,1.25,2.75
244959467,1.5,3.5,2.0,2.75,3.25,4.5,2.5,2.5,1.0,2.25,2.0,1.75,2.25
245251476,3.5,3.75,2.5,2.0,2.75,5.0,1.5,2.25,1.25,1.5,1.5,3.25,2.0
244869061,1.0,3.25,3.25,1.0,1.75,4.5,1.0,3.25,1.0,1.0,3.5,1.25,2.0
245196765,4.0,4.0,4.0,1.0,1.75,4.75,1.0,1.75,1.0,1.0,1.0,1.0,1.5
245236266,3.0,3.5,2.5,2.0,3.5,4.5,1.0,3.0,1.25,2.25,2.0,1.5,1.5
245156664,1.0,3.25,3.25,1.0,1.0,4.5,1.25,1.0,1.0,1.0,2.5,1.0,1.75
245124039,3.5,3.75,4.0,1.0,4.0,4.75,1.0,1.5,1.0,1.0,1.25,1.0,1.5
245030733,2.5,3.0,3.75,1.25,1.75,4.0,2.0,2.75,1.25,,3.0,1.0,2.25
245066019,3.0,4.0,2.75,1.25,4.0,4.75,1.0,2.5,1.25,1.0,1.25,1.5,1.75
244959106,4.0,4.0,4.0,1.0,2.5,4.75,1.0,1.75,1.0,1.0,1.0,1.0,1.25
244613582,4.0,4.0,4.0,1.0,4.0,6.0,1.0,3.75,1.0,1.0,1.0,1.0,2.0
245169385,,2.5,2.0,,1.5,,1.5,2.0,,1.75,,2.5,2.75
245141961,3.25,3.75,3.25,2.25,3.25,5.25,1.5,2.5,1.0,1.0,2.75,1.0,1.75
245178791,4.0,4.0,4.0,1.0,4.0,5.0,1.5,4.0,1.0,1.0,1.0,1.5,2.75
245220870,3.75,3.5,3.5,2.0,1.75,5.5,1.0,2.0,1.0,1.0,1.75,1.75,2.25
245081062,1.5,3.0,1.5,2.25,2.0,3.75,2.25,2.0,1.75,1.5,4.0,2.0,2.5
245216088,1.75,4.0,2.5,2.0,1.0,4.5,1.0,4.0,1.0,1.0,2.5,1.0,2.0
244941118,2.5,2.75,2.0,2.5,1.25,3.25,2.75,2.0,1.75,1.5,3.75,3.0,2.25
245100853,4.0,4.0,2.5,2.5,3.25,5.5,1.0,3.25,1.0,1.0,1.25,1.75,2.0
245056835,2.5,3.25,3.25,1.5,2.25,4.75,1.25,2.5,1.0,1.25,2.5,2.25,3.0
245035777,2.75,4.0,3.25,2.25,1.5,5.25,1.25,2.25,1.0,1.0,3.0,2.75,2.5
244955134,3.0,3.5,3.75,1.0,4.0,5.25,1.25,3.0,1.0,1.0,1.5,1.0,1.75
245139291,4.0,4.0,2.5,2.0,4.0,5.5,1.0,3.25,1.0,1.0,1.0,1.25,1.25
245052468,3.0,3.75,2.75,2.0,2.25,4.0,1.5,1.75,1.5,1.75,2.25,2.0,2.5
230572295,2.5,3.25,3.5,1.25,3.0,4.5,1.5,3.0,1.25,1.25,3.0,2.75,2.0
239018726,4.0,4.0,4.0,1.0,1.0,5.75,1.0,2.5,1.0,1.0,1.0,1.0,2.75
245023256,4.0,4.0,3.75,1.0,3.0,4.0,1.5,3.75,1.0,1.0,1.5,1.0,
245089172,3.0,4.0,4.0,2.25,4.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0
126242073,2.5,4.0,4.0,1.0,4.0,4.75,1.0,3.0,1.0,1.0,2.25,2.25,1.75
245237544,3.0,2.5,4.0,1.0,1.75,4.75,1.0,2.5,1.0,1.0,1.0,2.5,3.0
245143864,2.25,3.0,3.5,1.0,1.0,3.75,1.0,2.5,1.0,1.0,1.75,1.75,
245156787,2.75,3.0,2.75,2.0,3.0,3.25,1.75,3.0,1.25,2.0,2.0,3.0,2.5
245145780,4.0,4.0,3.75,1.0,1.75,5.0,1.0,1.25,1.0,1.0,1.0,1.0,1.75
